AlertID,Vin,Vehicle Number,Alert Subject,FMI,SPN,Alert Date,Estimated Cost of Repair
6839c1f7dc08eea452fa9926,3BPZL20X7EF209610,1251,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 14:34,2500
6839c20d5f4413f6d4e099d7,3BPDXK0X8LF108796,1275,Vehicle Alert - Engine Temperature,16,175,5/30/2025 14:34,12000
6839c2135f4413f6d4e099d9,3BPZX20X9EF245092,1273,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 14:34,2500
6839c22b683288ff866979ce,3BPDXK0X2KF106282,2402,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:35,15000
6839c235683288ff866979d0,3BPDXK0X7LF106862,2413,Vehicle Alert - Engine Temperature,16,175,5/30/2025 14:35,12000
6839c2b15f4413f6d4e099dd,3BPZLK0X9HF107827,1132,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:37,15000
6839c2d225238376eb4b71e5,3BPDLK0X6JF160937,1139,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 14:38,2200
6839c2f625238376eb4b71e7,1NPSXPEX4ED245475,3586,Vehicle Alert - Low Coolant Level,18,111,5/30/2025 14:38,12000
6839c32b0327617240031593,1M2AX13C5JM043086,3493,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 14:39,2200
6839c33cdc08eea452fa992c,1M2LR1GC3KM001692,2204,Vehicle Alert - High Coolant Temperature,0,110,5/30/2025 14:39,4800
6839c33cdc08eea452fa992d,1M2LR1GC3KM001692,2204,Vehicle Alert - Coolant Issues,0,110,5/30/2025 14:39,4800
6839c383683288ff866979d6,3BPDLK0XXSF735963,5869,Vehicle Alert - Low Coolant Level,1,111,5/30/2025 14:41,4500
6839c39edc08eea452fa9930,1M2TE2GC9SM011953,1256,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 14:41,4500
6839c3aadc08eea452fa9932,1M2LR7GC5RM002310,2330,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:41,12000
6839c3ba683288ff866979d8,1M2TE7GC7NM001410,1239,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:42,25000
6839c3c6683288ff866979da,1M2TE1GC6KM003044,1176,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 14:42,4500
6839c3ca0327617240031595,1NPCLK0XXJD491502,3001,Vehicle Alert - Turbo VGT Actuator Concern,2,641,5/30/2025 14:42,4500
6839c3d8683288ff866979dc,5VCACDLE4EH217136,2529,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 14:42,2500
6839c41fdc08eea452fa9934,1M2AV02C9HM016081,1263,Vehicle Alert - High Coolant Temperature,0,110,5/30/2025 14:43,15000
6839c41fdc08eea452fa9935,1M2AV02C9HM016081,1263,Vehicle Alert - Coolant Issues,0,110,5/30/2025 14:43,15000
6839c4290327617240031597,1M2TE1GC6MM005945,2419,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 14:43,4800
6839c42a25238376eb4b71ed,3BPDLA0X0JE1771U8,2494,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:43,15000
6839c43225238376eb4b71ef,3BPZLJ0X3FF286129,2452,Vehicle Alert - Accelerator Pedal Concern,2,91,5/30/2025 14:44,4500
6839c44bdc08eea452fa993a,1M2TE1GC9MM005907,2021,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 14:44,4800
6839c460dc08eea452fa993c,3BPZL70X3HF173738,1205,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 14:44,20000
6839c46e5f4413f6d4e099e3,1M2AX18CXFM028910,3040,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 14:45,4500
6839c48f0327617240031599,3BPDXK0X8JF161608,1249,Vehicle Alert - Engine Temperature,16,175,5/30/2025 14:45,4500
6839c4a725238376eb4b71f3,3BPDL20X9HF174244,1624,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:45,15000
6839c4a8032761724003159b,5VCACDKF2AH211095,2408,Vehicle Alert - DPF Regeneration Inhibited,31,3703,5/30/2025 14:46,10000
6839c4a9dc08eea452fa993e,5VCACLLE7EH217366,3244,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:46,15000
6839c4cc683288ff866979e0,3BPDXK0X6NF110954,2426,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 14:46,12000
6839c4da683288ff866979e2,5VCACLVF7GH221622,1361,Vehicle Alert - Crankcase Pressure Severe Level,16,101,5/30/2025 14:46,15000
6839c4e95f4413f6d4e099e5,3BPDX20X5PF114691,2204,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:47,25000
6839c4f225238376eb4b71f5,3BPDX20X3MF109856,2284,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:47,15000
6839c52225238376eb4b71f7,3BPZL20X6EF238726,1275,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 14:48,2500
6839c532dc08eea452fa9942,1M2AV17C4HM011921,1323,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:48,15000
6839c53bdc08eea452fa9944,1NPCLH0X1FD300771,3052,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 14:48,5000
6839c5715f4413f6d4e099e7,3BPDXK0XXPF113410,1215,Vehicle Alert - Engine Temperature,16,175,5/30/2025 14:49,2500
6839c592dc08eea452fa9948,1M2AV02C0HM017474,1221,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 14:49,4800
6839c5eb5f4413f6d4e099e9,2NP2HM6X8GM355727,2062,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 14:51,15000
6839c62503276172400315a5,1NP9LJ0X4ED249654,2200,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 14:52,15000
6839c63d683288ff866979ea,2NP8LJ0X4PM889940,3252,Vehicle Alert - Water in Fuel System Fault,3,97,5/30/2025 14:52,2500
6839c64603276172400315a9,1M2LR2GC3RM008979,2454,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 14:52,5000
6839c69c5f4413f6d4e099ef,1M2AU14C8EM001766,2104,Vehicle Alert - Low Coolant Level,18,111,5/30/2025 14:54,4500
6839c6c06a5849355ec4d8b5,3BPDLK0X7PF114588,2268,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 14:54,15000
6839c6f36a5849355ec4d8b9,3BPDXK0X2LF107465,1341,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 14:55,15000
6839c72603276172400315ad,1M2AV02C6KM019964,1168,Vehicle Alert - Engine Cylinder Miss Fire,31,1325,5/30/2025 14:56,4500
6839c739dc08eea452fa9952,1M2AV17C5GM011585,1279,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 14:56,5000
6839c7a2683288ff866979f2,1NPCXKEX5KD624729,3014,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 14:58,15000
6839c7a7683288ff866979f4,3BPDXK0X5KF105658,2457,Vehicle Alert - Engine Temperature,16,175,5/30/2025 14:58,2500
6839c7d903276172400315b1,3BPDL20X8LF108759,3309,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:59,4500
6839c7e9dc08eea452fa9956,3BPDL20X7JF174264,1644,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 14:59,15000
6839c7f603276172400315b3,3BPDX20X0NF110898,2295,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:00,15000
6839c85a25238376eb4b7201,1NP9X20X3FD253562,2408,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 15:01,2500
6839c87c683288ff866979f8,1M2AU14C9FM002149,2303,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:02,12000
6839c8a68932d4df0c829b8d,1M2TE1GC4LM004548,1281,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 15:03,4500
6839c8a7683288ff866979fa,1NPCLH0X8GD362492,1082,Vehicle Alert - Engine Cylinder Miss Fire,31,1323,5/30/2025 15:03,12000
6839c8dfdc08eea452fa9958,3BPDXK0X7JF161616,1255,Vehicle Alert - Engine Temperature,16,175,5/30/2025 15:03,4500
6839c8ef5f4413f6d4e099f5,3BPZL20X0DF209575,117,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:04,15000
6839c95a03276172400315b7,5VCACSVF9FH219430,2220,Vehicle Alert - Low Coolant Level,18,111,5/30/2025 15:06,4500
6839c96d03276172400315b9,5VCACSVF7GH221968,2195,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:06,2000
6839c9ce25238376eb4b7209,1M2LR1GCXLM003263,2442,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:07,4500
6839c9e3dc08eea452fa995a,3BPDLK0X8KF104824,1146,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 15:08,15000
6839c9f46a5849355ec4d8c9,3BPZL70X9FF296327,1214,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:08,20000
6839ca448932d4df0c829b91,1M2AV02C1FM013415,2440,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:09,15000
6839ca52dc08eea452fa9960,38PZX20X2GF107509,2273,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:10,12000
6839ca9d5f4413f6d4e099fb,3BPDLK0X5LF108959,2484,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 15:11,15000
6839cadedc08eea452fa9962,1NPSL00X38D750423,3029,Vehicle Alert - Crankcase Pressure Severe Level,0,101,5/30/2025 15:12,15000
6839cadedc08eea452fa9963,1NPSL00X38D750423,3029,Vehicle Alert - Low Coolant Level,18,111,5/30/2025 15:12,15000
6839cb0a8932d4df0c829b95,1M2LR1GC9NM006321,2427,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 15:13,4800
6839cb3c5f4413f6d4e099fd,3BPDXK0X4LF106950,1244,Vehicle Alert - Engine Temperature,16,175,5/30/2025 15:14,12000
6839cb5f683288ff86697a02,1M2AX18CXDM023462,3024,Vehicle Alert - DPF Filter Plugging,0,3936,5/30/2025 15:14,15000
6839cb6e8932d4df0c829b99,5VCACLVF7GH221622,1361,Vehicle Alert - Crankcase Pressure Severe Level,0,101,5/30/2025 15:14,15000
6839cbbc6a5849355ec4d8cb,3BPZLK0X3JF174493,2183,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 15:16,15000
6839cbcc6a5849355ec4d8cd,3BPZLJ0X5FF296774,2518,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:16,20000
6839cbe96a5849355ec4d8cf,1M2TE7GC5MM001288,1328,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 15:16,4500
6839cc15dc08eea452fa9966,3BPDX20X0LF106931,2414,Vehicle Alert - Accelerator Pedal Concern,2,91,5/30/2025 15:17,4800
6839cc20dc08eea452fa9968,3BPZX20X9HF174433,1256,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:17,15000
6839cc268932d4df0c829b9d,1CYCHZ486CT050266,1233,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:17,4500
6839cc2a03276172400315c7,3BPDX20X9JF161519,1216,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 15:18,2400
6839cc2c8932d4df0c829b9f,5VCACDLE1GH221776,2985,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 15:18,4500
6839cc32683288ff86697a08,3BPDX20X3NF110944,2296,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:18,15000
6839cca0683288ff86697a0a,3BPZL00X0BF115407,2751,Vehicle Alert - DPF Filter Plugging,16,3251,5/30/2025 15:20,15000
6839cca8683288ff86697a0c,1M2LR02C2GM001174,2223,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:20,4500
6839ccb003276172400315c9,5VCACSVFXEH217474,2217,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:20,15000
6839ccc26a5849355ec4d8d5,5VCACSVF8GH220618,2541,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:20,2000
6839ccc35f4413f6d4e09a01,5VCACLVF2GH221625,1353,Vehicle Alert - Low Oil Pressure,1,100,5/30/2025 15:20,15000
6839cd51683288ff86697a0e,38PTX20XDGFS0T511,2275,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:22,12000
6839cdab023853a5232c0b44,5VCACDVF3EH217456,2468,Vehicle Alert - Low Oil Pressure,1,100,5/30/2025 15:24,15000
6839cdd3dc08eea452fa996c,1M2AU14C1GM003104,2073,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:25,4500
6839ce32023853a5232c0b46,1M2TE1GC0MM005942,2406,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:26,1500
6839ce524b1b42b098fac374,1M2AX13C5HM039193,3533,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:27,15000
6839cece683288ff86697a10,1M2TE1GC1LM003406,2202,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:29,4500
6839cf38dc08eea452fa9970,1M2GR2GC4MM024960,3063,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:31,4500
6839cf578932d4df0c829ba7,3BPZX20X1HF174278,1202,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 15:31,2500
6839cf92dc08eea452fa9972,3BPDXK0X6RF116937,1375,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 15:32,20000
6839cfe05f4413f6d4e09a09,1M2AX13C4GM035098,3070,Vehicle Alert - Fan Control Circuit Concern,5,647,5/30/2025 15:33,4800
6839cfea683288ff86697a12,5VCACD8F9DH214863,2505,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:34,20000
6839cff14b1b42b098fac37c,5VCACSLE0EH216991,2362,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:34,15000
6839d03fdc08eea452fa9976,5VCACDLE2CH213096,1557,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:35,15000
6839d09e683288ff86697a14,1NPSXP0X8DD209228,3030,Vehicle Alert - Low Coolant Level,1,111,5/30/2025 15:37,4500
6839d0d0ba5305531ebe2258,5VCACDLE4GH221805,2307,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:37,3200
6839d0fc023853a5232c0b4a,5VCACSVF5FH219537,2285,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:38,15000
6839d10c6a5849355ec4d8df,5VCACDLE2GH220068,2541,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:38,3200
6839d13603276172400315d5,1M2AU02CXGM009741,2224,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:39,4500
6839d164023853a5232c0b4c,5VCACLLE4AH211275,2066,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:40,10000
6839d166023853a5232c0b4e,1M2AX13C1HM039210,3431,Vehicle Alert - Low Coolant Level,1,111,5/30/2025 15:40,12000
6839d1a44b1b42b098fac384,3BPZLJ0X8FF100004,1500,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:41,20000
6839d1c3023853a5232c0b50,1M2AV02C1EM011551,2426,Vehicle Alert - High Coolant Temperature,0,110,5/30/2025 15:41,15000
6839d1c3023853a5232c0b51,1M2AV02C1EM011551,2426,Vehicle Alert - Coolant Issues,0,110,5/30/2025 15:41,15000
6839d1ca03276172400315d7,5VCACDLE5FH219222,1574,Vehicle Alert - Low Coolant Level,18,111,5/30/2025 15:42,4500
6839d1d1ba5305531ebe225a,3BPDL20X9MF110716,3329,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:42,15000
6839d2945f4413f6d4e09a15,2NP3LJ0X5FM264505,3004,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:45,15000
6839d29d6a5849355ec4d8e3,1M2AV02C7HM017486,2720,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 15:45,4800
6839d2da03276172400315d9,5VCQCLLEXCH214457,1318,Vehicle Alert - Low Coolant Level,1,111,5/30/2025 15:46,4500
6839d3434b1b42b098fac386,3BPZL70X0HF173244,6050,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:48,20000
6839d3486a5849355ec4d8e5,5VCACSLE8GH221696,2387,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:48,3200
6839d34c5f4413f6d4e09a19,3BPDXK0X1MF110763,1236,Vehicle Alert - Engine Temperature,16,175,5/30/2025 15:48,4500
6839d375dc08eea452fa997c,1M2AX13C7FM029097,3065,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:49,4500
6839d42e023853a5232c0b54,1M2AV02C0EM011749,2004,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:52,4500
6839d44c4b1b42b098fac388,1M2AX04C8EM019072,3150,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 15:52,3200
6839d46103276172400315df,5VCACL8F3BH212730,2022,Vehicle Alert - Low Coolant Level,18,111,5/30/2025 15:53,4500
6839d464683288ff86697a1c,5VCACD8F4DH215757,2456,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:53,20000
6839d48a25238376eb4b7221,1NPCLK0X8JD495192,3117,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:53,15000
6839d4a36a5849355ec4d8e9,1M2AX13CXFM027280,3412,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 15:54,4500
6839d4a7683288ff86697a1e,5VCACLVF2GH220040,1247,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 15:54,2000
6839d4fb6a5849355ec4d8eb,3BPDL20X5KF106241,3286,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:55,15000
6839d4fcba5305531ebe2260,5VCACDLE5FH219222,1574,Vehicle Alert - Low Coolant Level,1,111,5/30/2025 15:55,20000
6839d4fc023853a5232c0b58,5VCACLLE3DH215841,3228,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:55,15000
6839d500dc08eea452fa9980,3BPDX20X8MF110887,3523,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:55,15000
6839d516ba5305531ebe2262,5VCACDLE4GH221674,1613,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:56,3200
6839d5a0ba5305531ebe2264,3BPZL20X8DF190384,1084,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 15:58,15000
6839d5a48932d4df0c829bb3,5VCACLLE3AH210554,8501,Vehicle Alert - Low Oil Pressure,18,100,5/30/2025 15:58,15000
6839d5c56a5849355ec4d8f3,1M2TE1GC2KM001145,1280,Vehicle Alert - Engine Temperature,16,175,5/30/2025 15:59,4800
6839d5f125238376eb4b7227,3BPDX20XXRF116987,1382,Vehicle Alert - Engine Cylinder Miss Fire,11,1322,5/30/2025 15:59,1200
6839d5f18932d4df0c829bb5,3BPDX20X7LF108711,1324,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:59,4500
6839d5ff25238376eb4b7229,5VCACSLE0CH214493,2352,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 15:59,15000
6839d6205f4413f6d4e09a23,5VCACSLE3EH217181,2611,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:00,15000
6839d6318932d4df0c829bb9,1NPSXPEX0GD357323,3050,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,4,3226,5/30/2025 16:00,4500
6839d63e03276172400315e5,1NPCLK0X5KD602572,2076,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 16:01,15000
6839d6758932d4df0c829bbb,1NP9X20X1FD253558,3202,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:01,15000
6839d69fdc08eea452fa9988,1NP9L50XXDD211075,2005,Vehicle Alert - Crankcase Pressure Severe Level,16,101,5/30/2025 16:02,18000
6839d726ba5305531ebe2268,3BPDL70X8KF104271,2411,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 16:04,20000
6839d778683288ff86697a28,1M2AV17C2CM010159,1223,Vehicle Alert - High Coolant Temperature,0,110,5/30/2025 16:06,4500
6839d779683288ff86697a29,1M2AV17C2CM010159,1223,Vehicle Alert - Coolant Issues,0,110,5/30/2025 16:06,4500
6839d7d3ba5305531ebe226a,1M2TE1GC9MM005938,2224,Vehicle Alert - Fan Control Circuit Concern,4,647,5/30/2025 16:07,4800
6839d7e5683288ff86697a30,3BPDL20X6LF108890,1707,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:08,4500
6839d7e74b1b42b098fac38e,3BPDL20X5HF174239,1619,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:08,15000
6839d7f403276172400315eb,3BPDL20X9LF108768,3318,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:08,4500
6839d7fb023853a5232c0b64,3BPDX20X2MF110769,1334,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:08,15000
6839d803dc08eea452fa998e,1M2TE1GC3MM005420,1376,Vehicle Alert - Fan Control Circuit Concern,5,647,5/30/2025 16:08,4500
6839d83fdc08eea452fa9990,1NPCXKEX6KD624772,3065,Vehicle Alert - DPF Filter Plugging,15,3251,5/30/2025 16:09,15000
6839d886683288ff86697a34,3BPDL70X7JF160832,1253,Vehicle Alert - Water in Fuel System Fault,3,97,5/30/2025 16:10,4500
6839d8b203276172400315ed,5VCACLLEXEH217247,1221,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:11,15000
6839d8bd6a5849355ec4d8f9,3BPDX20X3KF162229,2402,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:11,15000
6839d9615f4413f6d4e09a29,1NPCLK0X0GD357364,3085,Vehicle Alert - Low Coolant Level,18,111,5/30/2025 16:14,12000
6839d96c25238376eb4b722d,1M2LR1GCXMM003880,2446,Vehicle Alert - Aftertreatment Fuel Shutoff Valve Concern,7,3482,5/30/2025 16:14,2500
6839d96f023853a5232c0b68,5KKHAXFE6JPJP6747,3050,Vehicle Alert - Crankcase Pressure Severe Level,0,101,5/30/2025 16:14,15000
6839d9768932d4df0c829bc3,1M2LR1GC3KM001692,2204,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:14,12000
6839d986dc08eea452fa9998,1NP9L20X8GD299692,3212,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:15,4500
6839d9c2683288ff86697a3a,5VCACLUF1GH220046,1212,Vehicle Alert - Water in Fuel System Fault,3,97,5/30/2025 16:16,5600
6839da5925238376eb4b7233,1M2AV17C9GM011556,2480,Vehicle Alert - Low Coolant Level,1,111,5/30/2025 16:18,4500
6839da6cdc08eea452fa999a,1M2TE1GC7MM005906,2003,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 16:18,1500
6839da79dc08eea452fa999c,2NKHHM7X7DM368172,1120,Vehicle Alert - DPF Filter Plugging,16,3251,5/30/2025 16:19,2500
6839dad7dc08eea452fa999e,5VCACDLE0GH221655,1594,Vehicle Alert - Fan Control Circuit Concern,3,647,5/30/2025 16:20,2500
6839dad94b1b42b098fac394,3BPDL20X3MF110713,3326,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:20,15000
6839db286a5849355ec4d8ff,3BPDLK0X0LF106228,3275,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:22,4500
6839db2b03276172400315f5,3BPDLK0X7SF693543,3352,Vehicle Alert - Engine Cylinder Miss Fire,31,1322,5/30/2025 16:22,4500
6839db6503276172400315f7,1M2TE7GC7LM001176,1325,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:23,15000
6839dbb16a5849355ec4d901,3BPDXK0X7LF106862,2413,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:24,4500
6839dc1c023853a5232c0b6a,1M2TE1GC0NM006834,1365,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,13,3226,5/30/2025 16:26,15000
6839dc32ba5305531ebe2270,3BPDL70X2JF161354,1268,Vehicle Alert - Fuel Rail Pressure Low,18,157,5/30/2025 16:26,15000
6839dc3303276172400315fb,5VCACD8F4BH212385,2428,Vehicle Alert - Crankcase Pressure Severe Level,0,101,5/30/2025 16:26,15000
6839dc42ba5305531ebe2272,1M2AV17C7EM010550,1236,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:26,15000
6839dc5f4b1b42b098fac39a,1M2AX07C3HM032988,3417,Vehicle Alert - Fan Control Circuit Concern,5,647,5/30/2025 16:27,2200
6839dc70683288ff86697a3e,3BPZL70X5FF296325,1212,Vehicle Alert - Water in Fuel System Fault,3,97,5/30/2025 16:27,7500
6839dc8cdc08eea452fa99a2,1M2AV17C3GM011018,1253,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:27,8000
6839dcb725238376eb4b7239,3BPDL70XXKF104272,2413,Vehicle Alert - Injector Metering Rail Pressure,16,157,5/30/2025 16:28,15000
6839dcce683288ff86697a42,3BPZLJ0X7FF296775,1304,Vehicle Alert - Engine Protection Torque Derate Condition Exists,31,1569,5/30/2025 16:29,20000
6839dd148932d4df0c829bcf,1M2TE1GC3KM001753,1305,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,14,3226,5/30/2025 16:30,15000
6839dd22ba5305531ebe2274,5VCACDLE4EH217136,2529,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:30,15000
6839dd3b03276172400315fd,1NPSLP0X5CD160726,3022,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:30,15000
6839dd53ba5305531ebe2276,3BPZL70X5HF174745,1271,Vehicle Alert - Water in Fuel System Fault,3,97,5/30/2025 16:31,4500
6839dd84ba5305531ebe227a,3BPZL20X2JF174470,1202,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:32,4500
6839dda48932d4df0c829bd1,5VCACDLE3GH221665,1604,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:32,3200
6839ddab023853a5232c0b6c,3BPDL20X0MF110717,3330,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:32,15000
6839ddba25238376eb4b723b,1M2LR1GC1KM001433,2275,Vehicle Alert - High Coolant Temperature,0,110,5/30/2025 16:32,4800
6839de850327617240031605,3BPDX20X3NF110944,2296,Vehicle Alert - High Coolant Temperature,0,110,5/30/2025 16:36,15000
6839de850327617240031606,3BPDX20X3NF110944,2296,Vehicle Alert - Coolant Issues,0,110,5/30/2025 16:36,15000
6839dea06a5849355ec4d911,3BPZX20X4JF174295,1372,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:36,4500
6839dea24b1b42b098fac3a0,1NPCLK0XXJD464073,3058,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:36,15000
6839df0325238376eb4b723d,5VCACLLEXEH217393,2048,Vehicle Alert - High Coolant Temperature,16,110,5/30/2025 16:38,15000
6839df1a032761724003160b,3BPDXK0X7KF102826,1357,Vehicle Alert - Aftertreatment Outlet NOx Sensor Concern,11,3226,5/30/2025 16:38,12000
